transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN01488,U01488,22,Other,4.51,4.65,0.65,0.8,6.98,177,90,6.35,High,Yes,Moderate,1
TXN01489,U01489,22,Female,3.53,0.99,1.11,5.93,7.45,207,48,6.34,High,Yes,None,0
TXN01490,U01490,29,Female,8.2,4.41,2.8,4.2,7.81,208,18,9.02,High,Yes,Moderate,1
TXN01491,U01491,22,Male,4.97,1.22,2.87,3.24,8.33,52,41,6.08,High,Yes,None,0
TXN01492,U01492,34,Female,3.84,2.35,0.19,1.89,5.39,194,29,5.2,High,Yes,Mild,0
TXN01493,U01493,32,Other,6.2,5.47,0.38,3.45,5.09,38,20,8.33,High,Yes,Severe,1
TXN01494,U01494,20,Other,7.23,2.58,2.43,5.23,5.22,211,150,8.28,Low,No,Mild,0
TXN01495,U01495,35,Other,10.39,0.87,1.55,1.39,7.05,225,66,13.24,Medium,No,Moderate,1
TXN01496,U01496,19,Other,6.3,3.56,1.47,5.13,8.29,120,132,9.19,Low,No,Mild,0
TXN01497,U01497,30,Female,11.37,0.96,2.05,2.67,6.13,97,163,12.59,Medium,No,Moderate,1
TXN01498,U01498,31,Female,6.52,1.58,1.22,4.74,7.73,165,121,7.88,Medium,No,Mild,0
TXN01499,U01499,24,Other,4.17,1.43,0.54,5.35,5.03,95,52,5.31,Medium,Yes,Mild,0
TXN01500,U01500,35,Male,9.26,1.97,0.61,4.24,8.33,182,25,11.09,Medium,Yes,Severe,1
TXN01501,U01501,25,Male,9.52,5.49,2.84,4.12,7.07,117,82,10.57,High,No,Moderate,1
TXN01502,U01502,27,Other,11.53,5.86,0.75,2.51,4.76,156,75,12.59,Medium,Yes,Moderate,1
TXN01503,U01503,25,Other,3.7,4.39,1.46,4.18,6.75,27,110,6.65,Medium,No,Severe,1
TXN01504,U01504,30,Female,11.25,3.6,1.07,2.32,6.54,170,83,13.55,High,No,Moderate,1
TXN01505,U01505,25,Male,6.93,3.6,3.96,1.99,6.24,206,167,9.37,Medium,Yes,Moderate,1
TXN01506,U01506,26,Female,4.14,1.47,1.14,0.62,7.64,22,161,5.47,High,No,None,0
TXN01507,U01507,23,Male,9.84,3.78,1.29,5.67,7.09,121,92,12.45,Low,Yes,Moderate,1
TXN01508,U01508,32,Other,10.83,2.02,0.96,4.77,7.15,50,83,11.78,Low,No,Moderate,1
TXN01509,U01509,26,Other,8.86,3.71,0.99,5.43,8.73,229,44,10.11,Medium,No,Moderate,1
TXN01510,U01510,19,Other,7.08,2.77,2.63,3.02,4.97,194,19,7.65,High,Yes,Moderate,1
TXN01511,U01511,29,Other,11.28,1.28,0.48,2.53,6.97,43,157,12.48,Low,Yes,Severe,1
TXN01512,U01512,26,Other,9.65,1.47,3.56,3.28,6.57,88,142,10.27,Medium,Yes,Moderate,1
TXN01513,U01513,18,Other,9.22,2.76,1.37,4.58,5.16,133,133,10.85,High,No,Severe,1
TXN01514,U01514,28,Female,6.66,1.57,0.01,2.03,4.78,231,26,9.47,High,No,Mild,0
TXN01515,U01515,35,Other,3.57,5.6,1.47,4.07,7.46,31,24,4.13,Low,No,Moderate,1
TXN01516,U01516,22,Female,3.59,1.52,1.85,5.16,5.38,128,21,5.6,Low,Yes,None,0
TXN01517,U01517,34,Other,10.26,4.32,1.98,1.4,4.66,51,65,11.71,Medium,No,Moderate,1
TXN01518,U01518,30,Other,4.58,4.46,2.4,1.53,7.77,239,139,7.04,Medium,Yes,Severe,1
TXN01519,U01519,29,Other,10.45,5.23,2.73,5.5,5.17,58,178,12.68,Medium,Yes,Moderate,1
TXN01520,U01520,23,Female,3.01,2.5,1.89,4.31,8.52,232,71,5.46,Low,Yes,None,0
TXN01521,U01521,31,Male,3.78,2.43,0.14,2.68,8.58,161,132,4.39,Low,No,Mild,0
TXN01522,U01522,34,Other,10.26,5.06,0.8,0.71,4.56,51,54,11.75,Medium,Yes,Moderate,1
TXN01523,U01523,20,Male,11.67,3.21,3.18,3.97,8.65,215,82,13.51,Medium,No,Severe,1
TXN01524,U01524,28,Other,6.98,1.94,0.58,5.89,8.84,196,54,7.83,Low,Yes,Mild,0
TXN01525,U01525,27,Male,5.28,1.35,2.24,4.19,7.83,59,176,7.93,Low,No,Mild,0
TXN01526,U01526,30,Male,4.65,5.39,3.97,2.36,6.17,32,114,5.76,High,No,Moderate,1
TXN01527,U01527,21,Male,7.78,1.99,2.73,3.2,4.97,80,16,9.49,Medium,Yes,Moderate,1
TXN01528,U01528,35,Other,5.92,0.57,2.64,1.71,6.23,122,29,7.69,Medium,No,None,0
TXN01529,U01529,33,Female,8.91,2.62,1.26,2.02,6.64,112,96,10.04,Low,Yes,Moderate,1
TXN01530,U01530,20,Other,6.85,4.46,0.29,3.61,8.63,107,99,8.42,Low,Yes,Severe,1
TXN01531,U01531,24,Female,8.32,2.98,1.99,4.93,4.77,225,15,10.85,Low,No,Moderate,1
TXN01532,U01532,23,Other,9.0,0.89,3.47,3.23,5.11,189,37,9.87,Low,Yes,Moderate,1
TXN01533,U01533,31,Male,11.15,3.91,1.85,3.62,6.54,29,159,14.04,Medium,Yes,Moderate,1
TXN01534,U01534,31,Female,7.41,3.16,0.32,3.81,7.97,53,127,9.54,High,Yes,Moderate,1
TXN01535,U01535,34,Male,7.81,3.11,2.18,2.44,8.28,73,176,10.02,High,No,Mild,0
TXN01536,U01536,20,Male,8.67,2.6,1.24,0.67,6.81,205,163,10.76,Low,Yes,Moderate,1
TXN01537,U01537,19,Female,4.43,3.72,1.41,0.63,6.07,226,111,5.61,Medium,No,Mild,0
TXN01538,U01538,18,Female,9.4,0.51,1.68,3.59,6.28,99,154,11.56,Medium,No,Severe,1
TXN01539,U01539,32,Male,8.34,5.58,3.54,0.99,8.17,118,103,9.91,Low,No,Severe,1
TXN01540,U01540,18,Female,6.66,2.44,2.8,3.09,4.67,209,113,9.6,High,No,Mild,0
TXN01541,U01541,32,Other,3.71,5.36,2.26,2.47,7.06,117,72,5.01,Low,No,Severe,1
TXN01542,U01542,18,Other,4.61,2.42,0.65,1.39,6.36,72,124,5.86,Low,No,Mild,0
TXN01543,U01543,35,Other,10.56,4.7,2.45,2.42,5.77,188,126,11.68,Medium,No,Severe,1
TXN01544,U01544,25,Other,5.77,1.92,0.29,5.43,7.25,121,160,8.59,High,Yes,None,0
TXN01545,U01545,26,Male,5.48,2.98,0.91,5.35,8.45,87,19,7.29,High,Yes,None,0
TXN01546,U01546,19,Male,8.34,3.25,0.51,4.48,7.76,75,162,10.51,High,No,Moderate,1
TXN01547,U01547,23,Female,3.93,0.54,3.58,3.64,5.08,196,59,4.72,Medium,Yes,Mild,0
TXN01548,U01548,27,Male,11.09,3.35,0.77,3.97,8.03,114,101,12.77,High,Yes,Moderate,1
TXN01549,U01549,25,Male,3.09,2.16,2.27,5.17,6.22,36,52,5.4,Low,Yes,None,0
TXN01550,U01550,29,Female,3.96,4.78,0.82,5.25,6.0,120,106,5.78,High,No,Moderate,1
TXN01551,U01551,28,Female,8.65,5.12,3.86,3.55,6.44,226,35,11.46,High,Yes,Moderate,1
TXN01552,U01552,29,Male,7.97,1.54,2.78,2.68,5.5,38,72,10.81,High,No,Mild,0
TXN01553,U01553,27,Female,11.01,1.55,1.63,5.63,7.83,28,78,12.0,Medium,No,Moderate,1
TXN01554,U01554,31,Male,4.87,1.09,1.21,4.15,7.71,126,144,7.22,High,No,None,0
TXN01555,U01555,35,Other,10.12,5.94,2.6,4.41,8.54,165,86,11.57,High,Yes,Moderate,1
TXN01556,U01556,20,Male,8.82,5.85,1.75,2.07,6.6,68,24,10.08,Medium,Yes,Moderate,1
TXN01557,U01557,35,Female,10.15,5.09,3.79,1.4,8.17,176,86,11.71,Medium,Yes,Severe,1
TXN01558,U01558,23,Male,4.79,1.23,3.98,3.93,5.55,54,19,5.63,Medium,Yes,None,0
TXN01559,U01559,18,Male,5.07,1.71,1.01,3.08,4.8,197,46,7.25,Medium,No,Mild,0
TXN01560,U01560,32,Other,10.7,1.28,1.91,3.85,7.88,100,78,13.45,Low,Yes,Severe,1
TXN01561,U01561,29,Male,4.9,0.93,3.61,5.51,7.81,162,81,7.44,Low,Yes,None,0
TXN01562,U01562,26,Other,9.45,5.73,0.53,1.2,5.83,37,163,11.97,Low,Yes,Severe,1
TXN01563,U01563,23,Female,11.62,4.14,0.53,0.79,6.18,132,120,14.41,Medium,No,Moderate,1
TXN01564,U01564,33,Other,5.89,1.93,0.42,4.83,7.2,240,61,8.7,Low,No,Mild,0
TXN01565,U01565,35,Female,5.05,5.3,1.76,4.84,6.61,57,101,6.81,Low,Yes,Moderate,1
TXN01566,U01566,19,Female,10.22,3.72,2.75,2.62,7.91,92,80,13.01,High,Yes,Moderate,1
TXN01567,U01567,25,Other,8.64,2.98,3.08,0.92,5.34,53,36,9.35,Low,Yes,Severe,1
TXN01568,U01568,19,Female,5.12,2.41,2.75,2.79,8.63,177,27,7.29,Low,No,None,0
TXN01569,U01569,27,Other,9.24,4.89,3.73,3.79,6.09,170,173,11.28,High,No,Moderate,1
TXN01570,U01570,28,Male,9.62,5.44,0.44,1.06,5.29,146,114,11.99,Low,Yes,Severe,1
TXN01571,U01571,23,Male,3.19,5.21,0.6,1.12,5.29,193,97,5.4,Medium,No,Moderate,1
TXN01572,U01572,18,Male,9.23,4.99,0.81,2.09,5.86,244,19,10.49,High,No,Severe,1
TXN01573,U01573,26,Other,7.18,4.92,0.04,2.56,7.57,216,144,9.39,Low,No,Moderate,1
TXN01574,U01574,32,Male,7.47,3.93,3.62,2.68,7.36,73,55,10.34,High,No,Moderate,1
TXN01575,U01575,26,Female,4.66,5.57,1.9,4.87,5.22,111,160,5.54,Medium,Yes,Severe,1
TXN01576,U01576,35,Female,3.75,4.95,0.54,4.1,7.08,60,53,5.73,Low,Yes,Severe,1
TXN01577,U01577,24,Male,3.38,3.75,1.26,4.16,7.12,79,126,4.49,High,Yes,Mild,0
TXN01578,U01578,27,Male,8.98,5.75,0.17,2.57,6.01,86,174,10.77,High,No,Moderate,1
TXN01579,U01579,24,Other,9.51,1.73,2.15,5.18,4.7,166,151,12.14,Low,Yes,Moderate,1
TXN01580,U01580,20,Female,4.59,1.34,3.8,1.45,4.84,211,90,6.37,Low,No,None,0
TXN01581,U01581,35,Female,6.75,3.25,1.61,5.41,4.97,169,43,8.58,Medium,Yes,Moderate,1
TXN01582,U01582,27,Male,9.75,5.1,2.69,0.73,6.25,165,143,12.54,Medium,No,Severe,1
TXN01583,U01583,28,Other,7.69,4.77,3.84,4.01,5.77,242,117,10.06,High,Yes,Severe,1
TXN01584,U01584,22,Female,4.96,4.12,0.45,1.28,8.69,227,52,5.91,Low,Yes,Moderate,1
TXN01585,U01585,20,Female,3.41,1.4,1.01,1.69,8.88,92,139,6.25,High,Yes,None,0
TXN01586,U01586,32,Other,4.38,4.68,2.35,3.77,7.26,167,149,5.12,Low,Yes,Moderate,1
TXN01587,U01587,35,Male,3.18,1.71,1.73,2.75,7.82,210,58,5.45,Low,Yes,Mild,0
TXN01588,U01588,23,Other,7.85,1.56,1.58,5.3,4.52,181,26,9.17,Low,No,Mild,0
TXN01589,U01589,25,Female,7.95,0.51,1.42,4.29,8.66,235,172,8.88,High,Yes,Mild,0
TXN01590,U01590,30,Other,7.81,2.88,3.29,4.66,8.7,239,73,8.75,High,Yes,Moderate,1
TXN01591,U01591,24,Female,4.93,3.16,3.6,0.96,6.01,49,176,7.84,Medium,Yes,Mild,0
TXN01592,U01592,21,Other,5.23,3.54,3.86,1.1,8.88,68,54,7.39,Low,Yes,None,0
TXN01593,U01593,22,Female,3.89,3.47,2.03,5.84,6.07,67,133,6.23,High,Yes,Mild,0
TXN01594,U01594,18,Other,6.65,5.43,1.97,1.02,4.7,213,176,8.96,High,Yes,Moderate,1
TXN01595,U01595,35,Other,7.7,5.21,3.25,1.86,4.84,52,134,9.72,Medium,Yes,Severe,1
TXN01596,U01596,21,Other,6.17,3.76,2.32,3.43,5.61,197,91,7.54,Medium,Yes,Mild,0
TXN01597,U01597,22,Female,9.31,2.57,2.78,5.02,6.9,215,58,11.34,Medium,Yes,Moderate,1
TXN01598,U01598,32,Female,4.84,3.89,2.37,5.4,5.23,103,72,6.85,High,No,None,0
TXN01599,U01599,27,Female,10.98,3.69,2.43,2.95,7.32,56,173,12.51,High,No,Moderate,1
TXN01600,U01600,30,Female,7.36,3.59,2.21,3.77,5.88,194,142,8.5,Medium,No,Moderate,1
TXN01601,U01601,20,Female,11.58,1.56,2.43,3.27,5.86,125,133,12.69,Medium,No,Moderate,1
TXN01602,U01602,35,Male,10.28,1.09,1.52,4.77,6.9,87,89,11.57,High,Yes,Severe,1
TXN01603,U01603,28,Other,11.68,1.15,3.55,0.67,6.29,137,25,13.17,Medium,Yes,Moderate,1
TXN01604,U01604,23,Female,5.44,5.08,1.43,1.07,5.5,162,153,7.37,Low,Yes,Severe,1
TXN01605,U01605,27,Male,9.0,3.47,0.95,3.77,6.63,233,42,10.88,Medium,Yes,Moderate,1
TXN01606,U01606,32,Other,10.09,5.53,0.19,1.67,7.56,204,114,12.49,Medium,Yes,Severe,1
TXN01607,U01607,24,Female,3.16,5.83,1.43,2.11,7.01,216,159,4.14,Medium,No,Severe,1
TXN01608,U01608,19,Male,7.52,3.14,2.88,0.61,5.03,140,56,9.06,High,Yes,Mild,0
TXN01609,U01609,24,Female,6.85,5.39,0.49,1.77,8.64,97,79,7.68,High,Yes,Severe,1
TXN01610,U01610,26,Male,8.99,5.75,2.23,5.61,8.18,115,57,10.24,Low,No,Moderate,1
TXN01611,U01611,21,Female,5.91,2.39,2.39,5.3,5.12,128,60,6.87,Low,Yes,None,0
TXN01612,U01612,25,Other,4.94,3.99,2.64,2.92,4.63,147,93,6.64,Medium,No,Mild,0
TXN01613,U01613,28,Male,6.35,1.73,1.75,1.44,8.32,229,74,8.19,Medium,Yes,Moderate,1
TXN01614,U01614,22,Male,5.59,4.51,0.87,1.41,8.23,250,167,6.23,High,Yes,Severe,1
TXN01615,U01615,23,Female,11.52,5.62,0.27,4.44,6.63,219,178,12.38,Medium,No,Moderate,1
TXN01616,U01616,26,Male,7.82,3.5,0.99,2.41,5.94,192,97,9.71,Low,Yes,Moderate,1
TXN01617,U01617,29,Female,4.26,5.23,0.41,1.14,6.76,145,109,6.3,Medium,Yes,Moderate,1
TXN01618,U01618,19,Female,7.76,4.0,1.45,3.8,5.66,136,93,8.93,Low,No,Mild,0
TXN01619,U01619,22,Male,5.68,5.31,2.93,5.19,5.83,233,133,6.48,High,No,Severe,1
TXN01620,U01620,26,Male,5.6,5.46,0.81,2.33,6.7,156,22,6.66,Low,Yes,Severe,1
TXN01621,U01621,20,Female,9.2,1.82,2.58,5.55,8.91,129,24,10.98,High,Yes,Moderate,1
TXN01622,U01622,23,Female,7.32,3.11,0.04,5.05,6.46,100,31,8.6,Low,No,Moderate,1
TXN01623,U01623,28,Female,10.49,1.67,1.31,1.75,8.15,220,146,11.12,High,Yes,Severe,1
TXN01624,U01624,33,Female,4.69,2.04,1.53,0.98,6.66,210,111,7.52,High,No,None,0
TXN01625,U01625,25,Other,4.89,2.68,2.35,3.67,8.5,181,125,6.04,Medium,Yes,None,0
TXN01626,U01626,19,Male,4.01,3.43,2.22,3.14,7.1,156,74,6.59,High,No,None,0
TXN01627,U01627,20,Other,7.86,2.75,2.09,5.48,5.27,95,114,9.05,High,No,Moderate,1
TXN01628,U01628,29,Other,6.94,3.59,3.51,5.03,8.5,104,177,9.21,Medium,Yes,Mild,0
TXN01629,U01629,19,Other,4.61,0.89,2.98,3.05,6.92,189,176,7.21,Low,No,None,0
TXN01630,U01630,32,Female,11.09,3.04,3.7,4.63,6.88,87,99,13.62,Medium,Yes,Severe,1
TXN01631,U01631,23,Other,7.71,2.65,2.09,0.96,7.77,183,22,8.73,High,No,Moderate,1
TXN01632,U01632,21,Other,9.98,3.68,2.44,5.92,8.25,40,85,12.84,Medium,Yes,Moderate,1
TXN01633,U01633,23,Female,10.5,2.95,2.31,2.54,5.17,240,123,13.31,High,Yes,Moderate,1
TXN01634,U01634,20,Male,8.65,4.11,2.98,3.46,4.59,204,133,11.55,Low,No,Moderate,1
TXN01635,U01635,30,Female,3.18,4.59,0.49,1.83,7.13,22,78,6.08,High,Yes,Severe,1
TXN01636,U01636,22,Male,8.82,2.23,0.49,4.48,4.69,35,150,10.14,High,Yes,Moderate,1
TXN01637,U01637,27,Female,5.95,5.34,1.2,4.43,5.43,37,102,8.78,High,No,Moderate,1
TXN01638,U01638,30,Other,4.26,2.92,0.87,2.42,7.74,122,160,5.37,Medium,Yes,None,0
TXN01639,U01639,18,Male,8.64,3.5,3.9,5.87,8.29,130,38,10.06,Medium,No,Moderate,1
TXN01640,U01640,28,Other,10.75,5.01,0.96,3.18,5.34,108,44,11.5,Medium,Yes,Severe,1
TXN01641,U01641,19,Male,8.94,5.11,3.64,3.09,5.32,27,55,10.8,Medium,No,Severe,1
TXN01642,U01642,28,Other,11.23,2.12,2.08,2.58,5.65,37,120,11.92,Low,No,Severe,1
TXN01643,U01643,24,Male,6.01,5.3,2.54,2.15,8.23,30,110,8.92,Low,Yes,Moderate,1
TXN01644,U01644,33,Female,11.82,0.55,0.57,2.81,6.4,239,145,14.5,Medium,No,Severe,1
TXN01645,U01645,21,Female,7.76,3.68,2.37,4.87,8.67,167,120,9.7,Low,No,Moderate,1
TXN01646,U01646,26,Female,9.26,5.23,2.64,3.84,8.84,20,160,10.19,High,No,Severe,1
TXN01647,U01647,28,Male,9.79,2.43,3.42,1.8,8.24,104,152,12.16,Medium,Yes,Severe,1
TXN01648,U01648,32,Male,5.39,1.58,2.57,2.84,6.99,163,45,7.86,Medium,No,None,0
TXN01649,U01649,27,Other,11.52,3.75,3.04,5.46,6.78,72,155,13.19,High,No,Moderate,1
TXN01650,U01650,25,Male,4.93,2.06,1.9,0.58,5.63,79,17,6.94,High,Yes,Mild,0
TXN01651,U01651,34,Male,10.43,5.3,3.88,1.52,5.07,54,104,11.59,Low,Yes,Severe,1
TXN01652,U01652,23,Male,10.76,1.78,0.34,0.69,7.44,135,133,11.59,Medium,No,Moderate,1
TXN01653,U01653,19,Other,9.37,3.22,2.37,4.37,4.95,75,55,10.55,Low,Yes,Moderate,1
TXN01654,U01654,33,Other,9.43,2.2,3.82,5.58,5.15,90,154,12.31,Low,No,Moderate,1
TXN01655,U01655,30,Male,11.85,5.26,2.3,1.63,5.3,40,141,14.45,Low,Yes,Severe,1
TXN01656,U01656,26,Other,10.49,4.32,2.69,1.45,4.95,156,174,11.12,Low,No,Severe,1
TXN01657,U01657,31,Other,3.89,2.6,0.2,0.57,6.96,134,58,4.53,Low,Yes,None,0
TXN01658,U01658,28,Female,10.01,1.8,3.57,2.78,5.11,166,107,11.0,High,Yes,Moderate,1
TXN01659,U01659,32,Other,7.28,2.22,0.24,3.22,5.11,224,159,10.19,Low,No,Mild,0
TXN01660,U01660,32,Male,3.81,4.64,0.14,2.98,5.22,47,67,5.66,Medium,Yes,Severe,1
TXN01661,U01661,30,Other,7.46,1.52,0.1,5.03,5.92,201,86,9.82,Low,No,Mild,0
TXN01662,U01662,23,Female,7.92,5.96,0.27,5.09,6.55,98,77,9.44,Low,Yes,Severe,1
TXN01663,U01663,22,Other,4.65,1.29,2.59,0.58,6.04,74,165,5.82,Low,Yes,None,0
TXN01664,U01664,26,Female,5.75,5.03,3.19,3.11,5.31,177,20,6.77,Low,No,Severe,1
TXN01665,U01665,21,Female,5.02,1.22,1.64,4.08,7.21,96,157,5.58,High,Yes,Mild,0
TXN01666,U01666,29,Female,8.26,2.43,1.53,1.22,4.98,190,43,9.56,High,Yes,Moderate,1
TXN01667,U01667,35,Male,10.93,5.96,2.81,4.53,8.11,246,120,12.07,High,No,Severe,1
TXN01668,U01668,24,Other,7.17,6.0,3.63,3.25,5.71,136,81,7.73,High,Yes,Severe,1
TXN01669,U01669,35,Male,11.79,5.87,0.44,0.68,5.81,236,160,12.62,Medium,No,Moderate,1
TXN01670,U01670,30,Female,8.14,4.49,2.12,5.03,8.52,71,115,10.16,High,Yes,Moderate,1
TXN01671,U01671,25,Female,5.51,1.98,1.75,2.97,8.78,149,55,6.3,High,No,Mild,0
TXN01672,U01672,31,Female,4.69,4.43,0.04,0.86,5.25,210,140,6.91,High,Yes,Moderate,1
TXN01673,U01673,28,Male,3.01,1.64,0.87,0.84,4.58,152,111,4.13,Medium,No,Mild,0
TXN01674,U01674,21,Other,8.51,0.52,2.08,4.72,7.06,43,46,9.64,Medium,Yes,Moderate,1
TXN01675,U01675,20,Female,6.46,4.64,2.51,5.01,5.12,146,66,9.29,High,No,Moderate,1
TXN01676,U01676,18,Male,7.88,4.53,1.2,5.94,8.78,238,155,9.44,Medium,No,Moderate,1
TXN01677,U01677,19,Male,3.21,3.78,3.36,3.74,5.75,76,78,4.8,Low,Yes,Mild,0
TXN01678,U01678,21,Male,7.71,0.97,0.37,3.82,7.41,197,81,9.03,Low,No,Mild,0
TXN01679,U01679,24,Female,8.72,4.93,2.66,0.88,5.42,215,76,9.91,Medium,Yes,Severe,1
TXN01680,U01680,30,Male,11.49,3.84,1.0,3.7,7.67,240,118,13.07,Low,Yes,Moderate,1
TXN01681,U01681,35,Other,4.24,5.35,2.88,4.96,7.68,158,38,6.46,Low,Yes,Moderate,1
TXN01682,U01682,32,Female,8.37,4.72,3.87,1.32,8.51,56,23,10.2,High,Yes,Severe,1
TXN01683,U01683,28,Male,11.14,3.07,3.16,2.47,8.87,125,94,12.04,Low,No,Severe,1
TXN01684,U01684,18,Other,5.65,1.38,0.38,4.74,8.78,161,99,6.42,Low,No,None,0
TXN01685,U01685,23,Other,10.08,5.86,1.38,0.6,7.5,248,116,10.87,Low,Yes,Severe,1
TXN01686,U01686,23,Other,4.97,1.95,1.63,0.8,5.08,82,148,5.83,Low,Yes,None,0
TXN01687,U01687,23,Male,4.8,5.47,2.27,5.95,7.32,37,104,5.52,Low,No,Severe,1
TXN01688,U01688,33,Other,9.62,2.89,1.3,5.76,7.97,207,81,10.9,High,Yes,Severe,1
TXN01689,U01689,23,Male,11.04,5.88,1.68,1.7,7.35,118,21,11.81,Low,No,Moderate,1
TXN01690,U01690,29,Female,7.49,4.59,2.5,1.63,7.79,145,53,8.64,Medium,No,Moderate,1
TXN01691,U01691,31,Male,7.81,1.4,1.27,1.06,7.56,231,132,9.98,Low,No,Moderate,1
TXN01692,U01692,34,Other,6.53,2.8,3.24,5.64,8.69,220,117,9.41,Low,No,Mild,0
TXN01693,U01693,32,Other,10.95,2.75,2.18,3.31,8.3,222,174,12.18,Medium,Yes,Moderate,1
TXN01694,U01694,19,Male,8.75,2.49,0.15,5.86,4.99,150,92,10.5,Medium,No,Moderate,1
TXN01695,U01695,25,Female,5.82,2.0,0.84,0.8,7.77,244,111,7.69,Low,Yes,None,0
TXN01696,U01696,31,Other,10.59,3.83,3.0,1.4,5.66,221,59,11.13,Medium,No,Severe,1
TXN01697,U01697,20,Other,9.9,1.06,2.84,3.21,5.38,160,35,11.73,Medium,Yes,Moderate,1
TXN01698,U01698,31,Other,5.1,1.74,2.71,4.84,6.75,241,143,7.62,High,Yes,Mild,0
TXN01699,U01699,31,Male,7.83,5.96,1.62,5.26,4.58,236,40,10.37,Low,Yes,Moderate,1
TXN01700,U01700,29,Other,5.8,4.11,1.12,4.91,5.34,240,22,6.6,Medium,Yes,Severe,1
TXN01701,U01701,34,Male,6.81,5.03,0.96,1.28,7.71,184,144,8.27,Low,Yes,Moderate,1
TXN01702,U01702,24,Male,3.95,2.96,3.31,3.93,8.61,32,35,4.67,Medium,Yes,None,0
TXN01703,U01703,27,Other,11.27,3.11,0.47,1.09,7.6,211,40,13.24,Medium,No,Moderate,1
TXN01704,U01704,21,Other,10.96,4.67,3.54,1.36,8.94,110,172,13.9,Low,No,Moderate,1
TXN01705,U01705,27,Male,10.61,4.0,3.29,2.31,6.14,22,175,11.41,Low,No,Severe,1
TXN01706,U01706,28,Female,7.77,4.38,0.09,5.57,7.01,193,128,9.58,Low,No,Moderate,1
TXN01707,U01707,19,Male,9.44,3.07,3.78,1.08,4.62,196,146,10.22,High,No,Moderate,1
TXN01708,U01708,24,Male,9.09,5.34,2.35,5.93,5.63,145,45,10.93,Medium,No,Moderate,1
TXN01709,U01709,32,Female,10.9,3.58,0.42,5.47,5.32,93,155,11.44,High,No,Severe,1
TXN01710,U01710,34,Male,3.28,1.43,1.03,5.27,5.37,216,49,4.31,Medium,Yes,None,0
TXN01711,U01711,30,Female,8.27,4.84,1.54,4.18,6.22,110,131,9.42,High,No,Moderate,1
TXN01712,U01712,32,Male,9.14,2.46,1.75,4.3,5.61,237,108,11.38,Low,Yes,Severe,1
TXN01713,U01713,21,Female,10.55,5.42,3.29,2.64,4.52,22,70,11.54,Low,No,Moderate,1
TXN01714,U01714,24,Male,9.33,4.32,2.48,5.26,7.1,93,153,11.97,High,Yes,Moderate,1
TXN01715,U01715,18,Female,5.71,1.09,1.7,4.95,4.84,23,95,8.36,Low,Yes,None,0
TXN01716,U01716,20,Male,6.39,4.46,3.05,4.43,8.95,198,89,7.9,Low,Yes,Severe,1
TXN01717,U01717,27,Male,7.95,1.01,1.3,5.01,8.46,90,142,9.5,Low,No,Moderate,1
TXN01718,U01718,28,Male,7.25,3.53,1.28,4.71,8.39,55,154,9.68,Medium,No,Moderate,1
TXN01719,U01719,22,Male,5.11,2.55,2.25,3.29,6.04,86,54,6.55,High,Yes,Mild,0
TXN01720,U01720,25,Male,9.61,0.6,1.18,2.11,7.91,235,109,12.04,Medium,No,Severe,1
TXN01721,U01721,19,Female,6.22,2.93,0.11,1.62,8.22,138,46,7.62,Medium,No,Mild,0
TXN01722,U01722,19,Other,4.95,3.18,1.23,1.76,4.57,67,128,6.19,Low,No,Mild,0
TXN01723,U01723,32,Male,9.05,2.61,0.65,1.45,5.67,212,115,11.26,Medium,Yes,Severe,1
TXN01724,U01724,35,Female,7.65,2.15,0.18,2.79,5.63,22,129,9.78,Medium,Yes,Mild,0
TXN01725,U01725,20,Male,10.74,4.39,3.77,1.65,6.97,122,136,12.28,Low,No,Moderate,1
TXN01726,U01726,34,Male,6.88,3.27,1.9,0.79,8.53,197,22,9.37,High,No,Mild,0
TXN01727,U01727,19,Male,9.25,4.79,3.11,1.93,6.06,26,149,12.11,High,Yes,Severe,1
TXN01728,U01728,31,Female,9.68,5.76,1.31,5.2,6.43,85,17,10.97,High,No,Severe,1
TXN01729,U01729,19,Other,9.63,3.25,3.53,3.25,6.03,85,55,11.22,Low,Yes,Moderate,1
TXN01730,U01730,26,Other,4.32,1.5,0.84,2.71,8.27,136,67,5.27,High,Yes,None,0
TXN01731,U01731,22,Female,7.34,1.09,0.3,3.06,6.17,247,140,8.9,Low,No,Mild,0
TXN01732,U01732,23,Female,3.51,2.12,2.47,3.49,5.01,88,156,5.02,High,Yes,None,0
TXN01733,U01733,23,Male,11.46,5.1,3.82,0.54,7.13,226,60,12.43,Low,No,Moderate,1
TXN01734,U01734,26,Female,4.66,2.69,1.98,0.93,6.4,26,33,6.29,Low,Yes,None,0
TXN01735,U01735,24,Male,7.01,4.78,3.55,4.27,8.74,94,164,8.01,Low,No,Severe,1
TXN01736,U01736,26,Other,11.25,2.57,0.9,1.12,8.14,60,159,12.45,Medium,No,Moderate,1
TXN01737,U01737,18,Other,7.86,5.77,0.13,2.69,8.68,86,30,8.75,Medium,No,Moderate,1
TXN01738,U01738,25,Male,9.64,1.74,1.85,1.37,7.91,66,153,12.29,Low,Yes,Severe,1
